Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1128,51,Yes,Travel_Rarely,1180,Sales,5,2,Life Sciences,1,492,1,Female,89,1,1,Sales Executive,4,Single,6328,4516,4,Y,Yes,11,3,1,80,1,23,3,3,5,9,0,0
1129,42,No,Travel_Rarely,875,Sales,32,4,Marketing,1,56,1,Female,109,3,2,Sales Executive,1,Divorced,7187,32551,9,Y,No,18,3,3,80,1,12,3,2,2,0,0,0
1130,19,No,Travel_Rarely,443,Research & Development,2,3,Technical Degree,1,1731,4,Male,122,3,1,Manager,2,Single,4703,22796,0,Y,No,14,3,3,80,0,7,3,3,2,2,0,3
1131,32,No,Travel_Rarely,1784,Sales,7,3,Life Sciences,1,1070,2,Female,103,3,1,Laboratory Technician,3,Divorced,6946,7145,3,Y,Yes,13,3,3,80,0,26,1,3,3,0,0,7
1132,32,No,Travel_Rarely,1970,Research & Development,39,3,Life Sciences,1,671,4,Female,32,3,4,Sales Executive,2,Divorced,6860,6560,7,Y,No,12,3,2,80,0,17,3,3,5,0,0,0
1133,32,No,Travel_Rarely,1408,Sales,37,2,Medical,1,1481,3,Female,39,3,2,Sales Executive,4,Divorced,4498,19704,2,Y,No,11,3,3,80,0,15,3,3,13,2,1,0
1134,34,No,Travel_Rarely,1057,Research & Development,38,4,Life Sciences,1,1025,3,Male,46,1,2,Research Director,3,Single,5185,29954,1,Y,No,13,3,1,80,0,21,3,3,1,0,1,7
1135,36,Yes,Non-Travel,533,Research & Development,11,4,Life Sciences,1,1349,4,Male,65,2,2,Manager,4,Married,9030,14756,0,Y,No,15,3,3,80,2,10,4,3,8,14,4,11
1136,40,No,Travel_Rarely,905,Sales,3,4,Marketing,1,299,2,Male,99,2,2,Laboratory Technician,4,Single,10246,11928,1,Y,No,19,3,4,80,0,10,4,3,12,2,3,0
1137,30,Yes,Travel_Rarely,582,Sales,38,3,Technical Degree,1,215,1,Male,91,4,3,Sales Representative,3,Married,15637,10714,7,Y,Yes,13,4,3,80,2,22,3,3,10,7,1,0
1138,40,No,Travel_Rarely,1945,Research & Development,8,4,Life Sciences,1,95,2,Male,102,2,1,Manager,4,Single,10985,20760,6,Y,No,14,3,2,80,0,11,4,3,11,7,2,7
1139,30,No,Travel_Rarely,1413,Sales,2,2,Life Sciences,1,1314,4,Male,93,2,2,Sales Executive,3,Married,10581,20280,1,Y,No,15,3,3,80,0,10,2,3,2,2,0,7
1140,27,No,Travel_Frequently,1832,Research & Development,3,3,Medical,1,1937,2,Male,94,3,3,Human Resources,1,Divorced,10711,30010,0,Y,Yes,13,4,4,80,0,8,3,2,5,2,0,2
1141,38,No,Travel_Rarely,813,Research & Development,29,4,Medical,1,453,2,Male,96,3,2,Healthcare Representative,4,Married,6147,18630,3,Y,Yes,21,4,4,80,1,5,5,3,3,2,0,8
1142,41,No,Travel_Rarely,1801,Research & Development,17,4,Life Sciences,1,807,2,Male,33,3,1,Laboratory Technician,1,Married,7594,5240,4,Y,No,14,3,3,80,0,9,2,1,1,17,7,8
1143,28,No,Travel_Rarely,1214,Research & Development,13,3,Medical,1,1033,1,Female,90,2,3,Research Director,3,Single,5459,9206,0,Y,Yes,11,3,2,80,0,10,2,3,3,0,2,6
1144,49,No,Non-Travel,1380,Sales,3,4,Other,1,1712,4,Male,62,3,1,Sales Executive,4,Married,4252,6234,0,Y,No,17,3,3,80,0,1,2,4,7,0,0,9
1145,32,No,Travel_Rarely,920,Sales,24,4,Marketing,1,760,4,Male,94,3,1,Sales Executive,4,Single,7772,33915,6,Y,No,12,3,1,80,0,22,1,4,5,1,0,2
1146,54,No,Travel_Frequently,1807,Sales,8,2,Life Sciences,1,996,4,Male,109,3,2,Manufacturing Director,4,Single,5468,16913,1,Y,No,13,3,4,80,0,3,2,3,5,6,1,0
1147,39,Yes,Travel_Rarely,1141,Research & Development,22,3,Life Sciences,1,606,3,Female,98,3,1,Sales Executive,4,Divorced,3322,29106,1,Y,No,15,3,3,80,0,18,3,2,3,2,0,7
1148,47,No,Travel_Rarely,950,Research & Development,3,2,Life Sciences,1,153,4,Male,37,4,2,Sales Executive,1,Divorced,8161,13301,4,Y,No,13,3,3,80,0,6,2,4,5,2,11,3
1149,46,No,Travel_Frequently,803,Sales,7,2,Life Sciences,1,36,4,Male,53,3,4,Manufacturing Director,3,Divorced,6330,11576,3,Y,Yes,19,3,4,80,0,5,3,1,18,0,0,0
1150,37,No,Travel_Rarely,297,Sales,7,4,Life Sciences,1,1281,4,Male,35,3,1,Research Scientist,4,Divorced,6054,10157,3,Y,Yes,11,3,2,80,0,21,3,4,10,0,0,7
1151,28,No,Travel_Rarely,605,Sales,22,1,Life Sciences,1,1207,4,Female,130,4,2,Laboratory Technician,3,Married,1356,38426,6,Y,No,12,3,4,80,0,20,3,2,0,2,0,6
1152,34,No,Travel_Rarely,1216,Sales,34,5,Life Sciences,1,256,2,Male,64,2,3,Manufacturing Director,4,Married,4104,25625,4,Y,Yes,22,3,4,80,0,6,3,2,5,7,0,7
1153,55,No,Travel_Rarely,265,Research & Development,19,4,Life Sciences,1,889,3,Male,114,2,2,Sales Executive,4,Single,6567,21059,0,Y,No,18,3,2,80,2,8,3,2,6,2,1,0
1154,30,No,Non-Travel,802,Sales,34,1,Life Sciences,1,1096,2,Female,100,4,4,Laboratory Technician,4,Single,8533,13165,9,Y,No,24,3,3,80,0,1,3,2,5,3,0,0
1155,38,No,Travel_Frequently,727,Sales,31,4,Life Sciences,1,2013,3,Male,128,3,1,Laboratory Technician,1,Single,4357,13233,1,Y,No,14,3,4,80,0,10,5,3,3,0,0,0
1156,26,No,Travel_Rarely,1178,Research & Development,4,3,Medical,1,1614,4,Male,119,4,2,Laboratory Technician,3,Married,4192,21690,6,Y,Yes,13,3,3,80,0,10,3,2,21,2,0,7
1157,34,No,Non-Travel,1332,Sales,18,1,Medical,1,426,2,Female,35,3,2,Sales Executive,1,Divorced,5218,27355,4,Y,No,12,4,3,80,0,10,1,4,5,0,1,6
1158,36,No,Travel_Rarely,1689,Research & Development,5,1,Life Sciences,1,113,3,Male,82,3,2,Laboratory Technician,4,Married,8076,15707,1,Y,No,25,3,3,80,0,0,5,2,36,0,4,4
1159,45,No,Travel_Rarely,1057,Sales,5,3,Life Sciences,1,282,4,Male,35,3,5,Sales Representative,4,Single,11970,6349,7,Y,No,18,3,3,80,1,2,2,3,27,2,0,7
1160,42,No,Travel_Rarely,1914,Human Resources,15,3,Technical Degree,1,1845,3,Male,97,3,1,Sales Executive,4,Single,4213,12688,0,Y,No,21,4,3,80,0,0,3,2,15,5,3,13
1161,21,No,Travel_Rarely,1723,Research & Development,23,4,Medical,1,1944,2,Female,47,2,2,Laboratory Technician,1,Single,7382,10187,3,Y,Yes,12,3,4,80,0,10,3,3,2,0,0,2
1162,29,Yes,Travel_Rarely,1872,Research & Development,5,4,Life Sciences,1,389,3,Female,54,2,2,Laboratory Technician,2,Divorced,7713,12349,2,Y,No,17,3,4,80,0,5,3,2,2,8,0,0
1163,31,No,Travel_Rarely,1742,Research & Development,18,1,Medical,1,1243,4,Female,75,2,1,Sales Executive,1,Divorced,10366,26681,9,Y,Yes,11,3,2,80,0,9,2,2,3,14,0,2
1164,41,No,Travel_Rarely,1923,Research & Development,19,4,Medical,1,1602,3,Female,79,3,2,Laboratory Technician,3,Single,5992,10916,3,Y,Yes,25,3,3,80,0,1,3,3,5,0,0,4
1165,36,Yes,Travel_Rarely,1418,Research & Development,10,2,Medical,1,28,4,Male,115,3,4,Manufacturing Director,1,Divorced,7520,3277,3,Y,Yes,18,4,3,80,0,24,5,4,9,0,0,4
1166,54,No,Travel_Frequently,809,Sales,12,4,Medical,1,1283,2,Female,97,2,4,Research Director,1,Single,9338,9809,1,Y,No,21,3,4,80,2,8,1,2,5,10,15,0
1167,38,No,Travel_Rarely,1171,Research & Development,40,2,Other,1,171,2,Male,80,3,2,Sales Executive,4,Married,5524,15296,0,Y,No,11,4,4,80,0,18,6,2,10,2,0,6
1168,29,Yes,Non-Travel,1770,Research & Development,28,4,Life Sciences,1,1167,4,Male,125,3,2,Manager,2,Divorced,4170,22929,1,Y,No,20,3,1,80,0,18,2,2,6,2,2,7
1169,54,No,Travel_Rarely,2024,Research & Development,38,3,Technical Degree,1,516,4,Male,121,3,1,Manager,4,Divorced,8121,13650,9,Y,No,14,3,3,80,0,11,5,4,7,9,0,8
1170,29,No,Travel_Frequently,1913,Research & Development,17,4,Medical,1,1180,4,Male,67,2,2,Manager,2,Single,8194,18503,1,Y,No,16,4,1,80,0,12,1,3,5,5,0,2
1171,18,No,Travel_Rarely,1839,Research & Development,3,4,Life Sciences,1,690,4,Male,76,2,2,Research Director,3,Married,4738,25705,5,Y,No,14,3,3,80,0,23,3,3,3,2,0,12
1172,45,Yes,Travel_Frequently,2060,Sales,26,1,Medical,1,976,1,Female,52,3,2,Manufacturing Director,2,Divorced,4416,38307,4,Y,No,17,3,3,80,1,6,5,2,4,8,0,2
1173,34,No,Travel_Rarely,1415,Research & Development,29,3,Medical,1,847,4,Female,76,3,2,Research Director,1,Divorced,7469,18150,0,Y,No,15,3,3,80,1,4,4,3,0,2,15,11
1174,51,No,Travel_Frequently,1929,Human Resources,6,3,Marketing,1,1507,3,Male,45,2,2,Sales Executive,3,Single,9674,36921,9,Y,No,14,3,4,80,0,12,2,2,5,0,1,0
1175,37,No,Travel_Frequently,1664,Sales,12,1,Medical,1,998,2,Female,43,3,3,Research Scientist,4,Single,26738,21773,0,Y,No,15,3,3,80,0,3,2,3,0,9,0,0
1176,32,No,Travel_Frequently,1169,Human Resources,6,3,Technical Degree,1,1243,4,Male,90,2,3,Human Resources,3,Single,6720,38800,0,Y,No,14,4,4,80,0,4,2,3,10,0,0,2
1177,42,No,Travel_Rarely,1109,Research & Development,8,4,Medical,1,282,4,Female,95,3,5,Sales Executive,4,Single,11087,8661,6,Y,No,13,3,3,80,0,30,3,2,2,0,3,3
1178,21,No,Travel_Frequently,2043,Sales,17,3,Life Sciences,1,1407,2,Male,43,3,3,Manufacturing Director,1,Single,4670,8153,7,Y,No,17,3,3,80,0,8,1,2,8,7,0,2
1179,30,No,Travel_Frequently,2032,Research & Development,18,4,Medical,1,83,1,Female,113,3,3,Laboratory Technician,2,Divorced,7092,8134,0,Y,Yes,12,4,3,80,1,10,3,2,4,2,0,3
1180,19,No,Travel_Rarely,1786,Sales,10,2,Technical Degree,1,1346,4,Male,94,3,1,Sales Executive,4,Single,6446,13760,6,Y,No,13,3,3,80,3,23,2,3,10,3,1,0
1181,33,No,Travel_Frequently,1435,Research & Development,5,3,Human Resources,1,1156,4,Male,79,2,2,Healthcare Representative,1,Single,11990,33855,5,Y,No,23,3,3,80,1,8,4,3,16,7,2,9
1182,31,No,Travel_Rarely,449,Sales,31,4,Medical,1,216,3,Male,110,2,1,Manager,1,Single,8270,14075,4,Y,No,21,3,2,80,0,6,2,2,7,2,0,7
1183,24,No,Travel_Frequently,894,Research & Development,13,2,Medical,1,1599,4,Male,66,3,2,Sales Executive,3,Divorced,9972,7329,1,Y,No,20,3,3,80,0,8,3,3,5,11,2,2
1184,33,No,Travel_Frequently,488,Sales,31,4,Life Sciences,1,1047,1,Male,94,4,2,Laboratory Technician,4,Married,20380,13091,9,Y,No,18,3,3,80,0,8,3,3,10,0,0,0
1185,55,No,Non-Travel,1510,Sales,28,4,Technical Degree,1,1749,4,Male,84,4,2,Sales Executive,4,Divorced,4817,12710,3,Y,No,12,3,3,80,0,22,3,3,5,1,0,4
1186,56,No,Non-Travel,658,Sales,19,2,Medical,1,1982,4,Male,97,4,2,Laboratory Technician,4,Married,5707,18676,0,Y,No,12,3,3,80,0,28,2,3,3,4,0,3
1187,38,No,Non-Travel,1373,Research & Development,37,4,Life Sciences,1,1968,4,Male,61,3,2,Sales Executive,3,Divorced,7656,6764,0,Y,Yes,15,3,3,80,1,10,3,3,1,2,1,7
1188,35,No,Travel_Rarely,912,Research & Development,2,3,Life Sciences,1,153,4,Female,73,3,1,Laboratory Technician,3,Married,19420,19704,0,Y,Yes,11,3,3,80,0,19,3,4,3,1,1,0
1189,51,No,Travel_Frequently,1892,Sales,38,4,Life Sciences,1,329,4,Female,116,3,3,Laboratory Technician,3,Divorced,7179,12375,3,Y,No,11,3,2,80,1,9,1,3,1,2,0,7
1190,53,Yes,Non-Travel,584,Sales,24,3,Medical,1,791,2,Male,118,3,1,Manufacturing Director,3,Single,6016,23977,0,Y,No,19,3,3,80,1,11,5,2,9,0,0,7
1191,35,No,Travel_Rarely,1985,Research & Development,34,1,Life Sciences,1,199,4,Male,114,3,2,Laboratory Technician,4,Single,4657,7013,0,Y,No,14,3,3,80,0,8,3,3,22,2,1,2
1192,35,Yes,Non-Travel,1534,Research & Development,24,1,Medical,1,1745,2,Male,127,4,2,Sales Representative,1,Single,23987,15528,4,Y,No,21,3,2,80,3,17,3,3,4,0,0,2
1193,48,No,Travel_Rarely,537,Research & Development,7,3,Medical,1,91,4,Male,45,3,2,Manager,4,Divorced,6032,5840,1,Y,No,14,3,1,80,0,9,5,4,10,2,0,2
1194,39,No,Travel_Rarely,1037,Human Resources,8,4,Life Sciences,1,1780,3,Male,107,2,2,Manager,2,Married,9380,2094,8,Y,No,12,3,1,80,0,1,3,2,36,2,4,9
1195,35,No,Travel_Rarely,647,Research & Development,5,3,Life Sciences,1,31,4,Male,113,2,3,Sales Executive,4,Divorced,7394,18580,0,Y,No,13,3,2,80,1,4,3,2,2,2,7,3
1196,32,No,Travel_Rarely,1819,Sales,7,3,Medical,1,283,4,Female,72,4,2,Manufacturing Director,3,Married,6577,13126,5,Y,No,12,3,3,80,1,8,3,3,3,2,0,12
1197,35,No,Travel_Frequently,1622,Research & Development,7,4,Marketing,1,1552,1,Male,37,3,2,Laboratory Technician,4,Divorced,5781,13111,0,Y,No,21,3,3,80,0,12,2,4,3,2,0,8
1198,42,No,Travel_Frequently,1496,Sales,41,4,Medical,1,1666,4,Male,123,3,2,Manufacturing Director,4,Single,9176,5748,1,Y,No,17,3,2,80,0,12,3,4,6,0,0,0
1199,45,No,Travel_Rarely,1847,Research & Development,7,4,Life Sciences,1,516,4,Male,86,3,1,Research Director,1,Single,4367,37047,7,Y,Yes,14,3,4,80,0,22,2,2,11,0,0,7
1200,28,No,Travel_Rarely,2032,Sales,5,2,Medical,1,1143,1,Male,33,3,2,Sales Executive,3,Married,3576,10281,1,Y,No,13,3,1,80,2,8,6,3,0,3,1,7
1201,33,No,Travel_Rarely,1350,Human Resources,26,4,Life Sciences,1,834,4,Male,64,3,3,Sales Executive,4,Divorced,17734,31725,0,Y,Yes,20,3,1,80,0,6,2,3,5,5,0,9
1202,51,No,Travel_Rarely,1455,Sales,13,3,Medical,1,1775,1,Male,131,3,2,Laboratory Technician,4,Single,4251,23600,4,Y,No,14,3,3,80,2,10,3,3,17,0,2,2
1203,44,No,Travel_Frequently,1714,Sales,12,4,Medical,1,1033,4,Male,45,4,1,Laboratory Technician,4,Divorced,7091,17167,4,Y,No,14,3,3,80,0,2,2,3,0,2,1,7
1204,36,No,Travel_Rarely,1505,Research & Development,4,4,Marketing,1,682,3,Male,62,4,4,Laboratory Technician,4,Married,7053,5407,7,Y,No,22,3,3,80,0,20,5,3,5,5,0,3
1205,31,No,Non-Travel,796,Research & Development,20,4,Life Sciences,1,1278,2,Female,32,3,1,Sales Executive,1,Single,7491,21419,0,Y,No,12,3,2,80,0,10,0,3,5,3,6,11
1206,38,No,Non-Travel,801,Human Resources,36,4,Medical,1,147,3,Male,64,2,1,Laboratory Technician,1,Divorced,6877,13696,8,Y,No,15,3,1,80,1,33,3,3,1,9,12,7
1207,29,No,Travel_Frequently,1546,Sales,24,4,Life Sciences,1,1079,2,Male,104,3,3,Laboratory Technician,3,Single,4591,31083,3,Y,No,12,3,4,80,1,12,6,2,0,9,1,4
1208,49,Yes,Travel_Rarely,1942,Research & Development,4,4,Life Sciences,1,577,4,Male,94,3,3,Healthcare Representative,4,Single,16656,34519,0,Y,Yes,14,3,2,80,0,11,2,2,2,4,1,8
1209,45,No,Travel_Frequently,1916,Research & Development,15,3,Life Sciences,1,734,2,Male,52,3,3,Laboratory Technician,1,Single,10778,14170,9,Y,No,13,3,4,80,0,10,3,3,11,0,0,8
1210,44,No,Travel_Rarely,860,Sales,27,4,Technical Degree,1,606,3,Male,43,4,1,Laboratory Technician,4,Married,6565,18774,0,Y,No,11,3,3,80,0,9,2,2,3,0,0,1
1211,29,Yes,Travel_Rarely,1611,Research & Development,29,4,Medical,1,1275,2,Female,91,3,1,Research Director,1,Married,6853,10435,1,Y,Yes,14,3,2,80,0,3,2,4,7,5,0,2
1212,30,No,Travel_Frequently,963,Research & Development,19,3,Technical Degree,1,644,1,Male,40,3,2,Laboratory Technician,2,Single,7743,30290,0,Y,No,13,3,3,80,0,22,3,3,2,0,0,9
1213,46,Yes,Travel_Frequently,2072,Research & Development,38,4,Medical,1,731,4,Male,108,3,2,Laboratory Technician,4,Single,5415,5662,0,Y,No,14,3,3,80,0,30,2,2,3,5,0,2
1214,25,No,Travel_Frequently,1454,Research & Development,8,4,Life Sciences,1,1729,2,Male,116,3,2,Laboratory Technician,1,Single,4925,18534,7,Y,Yes,21,3,2,80,0,15,2,2,4,7,0,2
1215,34,No,Travel_Rarely,977,Sales,7,3,Life Sciences,1,760,2,Female,72,1,1,Sales Representative,4,Single,23047,11029,0,Y,Yes,14,3,2,80,1,12,6,2,10,2,0,2
1216,50,No,Travel_Frequently,914,Research & Development,13,4,Life Sciences,1,1252,4,Female,33,3,1,Sales Representative,1,Single,5195,29946,5,Y,No,13,3,1,80,0,20,0,4,8,2,0,3
1217,38,Yes,Non-Travel,701,Research & Development,18,3,Life Sciences,1,1294,4,Male,76,3,2,Sales Executive,2,Divorced,14740,27011,1,Y,Yes,12,4,2,80,0,8,4,3,9,10,0,2
1218,54,Yes,Travel_Rarely,381,Research & Development,7,3,Technical Degree,1,1409,2,Male,124,3,2,Sales Executive,4,Married,4437,27834,8,Y,No,12,3,3,80,0,5,3,4,4,9,0,8
1219,51,No,Travel_Rarely,742,Sales,14,4,Marketing,1,924,3,Female,103,3,1,Laboratory Technician,4,Single,8700,9067,0,Y,No,16,3,3,80,0,12,3,2,2,0,0,4
1220,48,Yes,Travel_Rarely,1091,Research & Development,9,4,Life Sciences,1,433,4,Male,115,3,1,Sales Representative,4,Divorced,18692,11946,3,Y,No,18,3,2,80,0,10,3,2,1,11,0,2
1221,38,No,Travel_Rarely,328,Research & Development,23,4,Life Sciences,1,1551,1,Female,119,3,3,Sales Executive,4,Divorced,3813,14328,6,Y,No,13,3,3,80,1,34,3,3,5,9,0,0
1222,31,No,Travel_Frequently,916,Research & Development,38,4,Marketing,1,291,4,Male,52,3,1,Sales Executive,4,Married,6009,5129,6,Y,No,11,3,1,80,0,1,3,2,13,9,0,0
1223,45,No,Travel_Rarely,962,Sales,7,4,Technical Degree,1,399,1,Male,53,2,1,Sales Representative,4,Single,7234,10019,9,Y,No,15,3,1,80,0,7,3,3,6,4,5,7
1224,36,No,Travel_Frequently,977,Research & Development,6,3,Life Sciences,1,1467,3,Male,125,4,2,Sales Executive,3,Divorced,9960,30765,1,Y,Yes,14,3,3,80,0,13,0,3,19,9,0,0
1225,36,No,Travel_Rarely,873,Research & Development,6,4,Medical,1,653,2,Male,49,3,2,Sales Representative,4,Married,4237,8866,4,Y,No,11,3,3,80,0,10,2,2,5,3,0,9
1226,41,No,Travel_Rarely,672,Research & Development,19,4,Medical,1,1693,4,Male,90,3,3,Research Scientist,4,Divorced,6780,6158,3,Y,Yes,16,3,3,80,0,17,4,3,0,7,2,0
1227,33,No,Travel_Frequently,862,Sales,18,1,Technical Degree,1,1334,3,Male,97,3,2,Manufacturing Director,4,Single,5535,7250,1,Y,Yes,12,3,1,80,0,5,3,3,5,0,0,2
1228,19,No,Travel_Rarely,1890,Sales,4,4,Medical,1,1467,4,Female,73,2,1,Research Director,2,Single,4610,28714,8,Y,Yes,18,3,1,80,0,14,3,3,7,7,0,6
1229,26,Yes,Travel_Rarely,876,Sales,16,2,Medical,1,1382,4,Male,119,2,1,Sales Executive,4,Single,1192,16217,5,Y,No,14,3,3,80,0,14,3,2,6,0,15,7
1230,42,No,Travel_Rarely,826,Sales,36,2,Medical,1,1245,1,Male,58,3,4,Laboratory Technician,2,Married,8467,24427,2,Y,No,21,3,3,80,0,2,5,2,5,7,0,4
1231,33,No,Travel_Rarely,1263,Research & Development,14,1,Life Sciences,1,780,2,Male,45,2,4,Laboratory Technician,1,Divorced,7101,9950,3,Y,No,12,3,3,80,1,22,2,3,4,0,0,0
1232,40,No,Travel_Rarely,1721,Research & Development,14,3,Life Sciences,1,845,4,Male,95,3,1,Sales Executive,1,Divorced,4799,36543,0,Y,No,12,3,4,80,1,18,1,2,1,6,0,10
1233,27,No,Travel_Frequently,444,Research & Development,7,4,Medical,1,1201,2,Male,112,3,2,Sales Executive,3,Divorced,8696,18758,6,Y,No,23,3,3,80,0,12,2,2,9,9,0,7
1234,34,No,Travel_Rarely,1683,Research & Development,33,2,Medical,1,1156,4,Male,47,4,2,Research Scientist,2,Married,11518,20700,4,Y,No,13,3,3,80,0,8,3,3,5,0,0,0
1235,25,No,Non-Travel,1965,Research & Development,11,4,Life Sciences,1,1592,4,Male,104,3,2,Human Resources,4,Single,10182,37060,0,Y,No,14,3,4,80,2,10,3,3,10,4,1,3
1236,33,No,Travel_Frequently,1848,Research & Development,7,1,Technical Degree,1,913,2,Male,64,3,1,Sales Executive,1,Single,5743,26438,0,Y,No,25,3,3,80,2,10,5,2,10,8,7,0
1237,34,Yes,Travel_Rarely,750,Sales,16,4,Life Sciences,1,1868,4,Male,75,3,2,Healthcare Representative,4,Married,5876,20942,1,Y,No,14,3,3,80,0,25,5,3,2,15,0,10
1238,30,No,Travel_Rarely,719,Sales,7,2,Marketing,1,1818,4,Female,111,3,4,Laboratory Technician,1,Married,13830,14494,1,Y,Yes,12,3,2,80,1,5,3,3,1,0,0,3
1239,39,No,Travel_Rarely,1069,Research & Development,6,2,Life Sciences,1,1657,4,Male,109,4,1,Manager,4,Divorced,7329,6451,0,Y,No,11,3,3,80,0,19,3,3,2,6,0,8
1240,41,No,Travel_Rarely,905,Sales,17,2,Technical Degree,1,426,4,Male,97,4,1,Research Scientist,4,Divorced,16637,14940,2,Y,No,12,4,4,80,0,7,3,3,2,0,0,0
1241,38,No,Travel_Rarely,898,Research & Development,4,3,Life Sciences,1,1975,4,Male,71,2,2,Laboratory Technician,3,Single,5969,28831,7,Y,No,12,3,1,80,3,26,3,4,7,0,0,8
1242,44,No,Non-Travel,1881,Research & Development,18,1,Medical,1,757,4,Male,82,2,1,Sales Executive,2,Divorced,8999,4911,0,Y,No,18,3,3,80,1,10,2,3,5,0,0,7
1243,45,Yes,Travel_Rarely,1187,Research & Development,36,2,Medical,1,1986,4,Male,90,3,1,Sales Representative,1,Divorced,8341,12604,3,Y,No,13,3,1,80,0,8,3,2,31,2,0,7
1244,34,No,Non-Travel,1772,Sales,21,4,Life Sciences,1,1763,3,Female,61,4,2,Sales Executive,2,Married,7299,21172,1,Y,No,14,3,1,80,0,11,2,3,3,0,0,0
1245,53,No,Travel_Rarely,1468,Research & Development,3,5,Life Sciences,1,299,2,Male,116,3,2,Laboratory Technician,1,Single,4105,11675,8,Y,No,12,3,2,80,0,3,2,3,8,2,5,2
1246,27,Yes,Travel_Rarely,667,Sales,30,1,Medical,1,39,4,Male,39,3,2,Laboratory Technician,4,Single,6770,24988,4,Y,No,12,3,3,80,0,12,3,3,1,4,0,2
1247,54,Yes,Travel_Rarely,1677,Human Resources,28,3,Medical,1,904,1,Male,45,3,2,Sales Executive,1,Divorced,8965,13803,1,Y,No,11,3,3,80,0,22,1,3,9,9,0,3
1248,24,No,Travel_Frequently,491,Research & Development,7,4,Life Sciences,1,805,4,Male,43,3,3,Sales Executive,4,Divorced,10184,14993,7,Y,No,14,3,3,80,3,5,5,3,3,7,1,2
1249,50,No,Travel_Rarely,1281,Research & Development,13,4,Life Sciences,1,28,4,Male,93,2,2,Sales Executive,4,Married,4960,20756,2,Y,No,15,3,3,80,0,1,3,3,5,3,6,0
1250,40,No,Travel_Rarely,825,Sales,4,4,Life Sciences,1,438,2,Female,57,3,3,Research Scientist,4,Divorced,5577,17869,3,Y,No,13,3,3,80,0,36,2,3,3,3,6,0
1251,51,No,Travel_Frequently,949,Human Resources,15,4,Life Sciences,1,1334,4,Male,39,2,2,Laboratory Technician,4,Divorced,20719,26605,3,Y,Yes,15,3,4,80,2,21,5,4,0,2,0,0
1252,29,No,Travel_Rarely,1638,Sales,27,1,Medical,1,1387,4,Male,96,3,2,Laboratory Technician,2,Single,5374,37939,0,Y,No,22,3,3,80,1,16,5,2,24,2,7,0
1253,26,No,Travel_Rarely,282,Sales,2,3,Medical,1,178,1,Male,96,3,2,Sales Executive,4,Divorced,4366,9992,7,Y,Yes,12,3,4,80,0,13,6,4,12,0,0,0
1254,30,No,Non-Travel,1329,Sales,1,4,Life Sciences,1,1792,2,Male,59,2,1,Sales Executive,3,Married,20409,16725,0,Y,No,14,4,4,80,1,29,5,3,20,7,0,2
1255,40,No,Travel_Rarely,1887,Sales,17,4,Life Sciences,1,1554,2,Male,84,3,2,Laboratory Technician,3,Single,4372,22876,2,Y,No,12,3,2,80,0,22,1,4,1,10,0,2
1256,31,No,Travel_Rarely,1436,Sales,7,3,Medical,1,424,4,Male,85,2,2,Sales Executive,4,Married,11715,25716,1,Y,No,14,3,3,80,0,7,2,3,10,2,1,8
1257,42,No,Travel_Frequently,1780,Research & Development,16,2,Technical Degree,1,1295,3,Male,91,3,5,Sales Executive,4,Single,5820,10406,0,Y,No,14,3,3,80,0,1,1,3,4,2,0,3
1258,32,No,Travel_Rarely,705,Sales,12,4,Marketing,1,1928,4,Male,92,3,3,Research Scientist,4,Divorced,5449,26421,0,Y,No,16,3,3,80,0,1,4,4,11,0,0,3
1259,39,No,Travel_Rarely,1352,Research & Development,34,4,Marketing,1,405,1,Male,118,2,1,Manager,2,Married,4141,26887,3,Y,No,11,4,4,80,2,11,2,3,24,2,0,2
1260,30,Yes,Travel_Rarely,1293,Sales,40,4,Marketing,1,1692,4,Female,127,3,4,Research Director,1,Married,8546,28980,0,Y,No,17,3,2,80,3,10,3,2,3,0,0,7
1261,50,Yes,Travel_Frequently,1879,Research & Development,34,1,Life Sciences,1,264,3,Male,112,2,2,Research Scientist,1,Single,13868,24684,0,Y,No,14,3,3,80,0,7,2,4,20,3,0,2
1262,29,No,Non-Travel,1990,Research & Development,24,3,Life Sciences,1,645,3,Male,117,3,3,Laboratory Technician,2,Divorced,5108,26509,7,Y,No,12,4,3,80,0,10,2,4,0,3,1,2
1263,31,No,Travel_Frequently,1587,Research & Development,13,4,Life Sciences,1,1563,3,Male,122,2,3,Sales Executive,4,Married,13259,13519,0,Y,Yes,12,3,4,80,0,31,0,3,4,3,1,7
1264,44,Yes,Travel_Frequently,1113,Research & Development,5,4,Technical Degree,1,446,3,Male,73,1,2,Sales Executive,4,Married,15424,32768,6,Y,Yes,19,4,1,80,0,9,2,3,10,2,0,2
